id_police,bonus_malus,niveau_couverture,duree_contrat_mois,anciennete_situation,frequence_paiement,paiement_usage,usage_vehicule,code_insee,presence_conducteur2,age_conducteur1,age_conducteur2,sexe_conducteur1,sexe_conducteur2,anciennete_permis1,anciennete_permis2,age_vehicule,cylindree,puissance_din,type_carburant,marque_vehicule,modele_vehicule,vitesse_max,type_vehicule,valeur_vehicule,poids_vehicule,code_departement,anciennete_commercialisation,anciennete_fin_commercialisation,montant_total_sinistres,nombre_sinistres,poste_id,latitude,longitude,altitude,mois,precipitations_totales,nb_valeurs_precipitations,precip_max_24h,jour_precip_max,nbj_precip_1mm,nbj_precip_5mm,nbj_precip_10mm,nbj_precip_30mm,nbj_precip_50mm,nbj_precip_100mm,nbj_gelee,amplitude_moyenne,amplitude_maximale,jour_ampli_max,nb_valeurs_amplitude,temperature_moyenne,nb_valeurs_tmoyenne,nb_valeurs_tm,nb_jours_tm_sup24,tmoy_minimale,jour_tmoy_minimale,tmoy_maximale,jour_tmoy_maximale,departement,tranche_age
A00040453-V01,0.5,3,26.0,4.0,12,No,WorkPrivate,02691,No,55.0,,M,,31.0,,12,1595.0,101.0,Gasoline,SEAT,TOLEDO,188.0,Tourism,15474.0,1154,02,2013.0,2014.0,,0.0,2320001.0,49.818333,3.206,98.0,202301.0,60.4,31.0,9.7,14.0,12.0,5.0,0.0,0.0,0.0,0.0,10.0,4.4,10.0,10.0,31.0,5.1,31.0,31.0,0.0,-1.4,25.0,12.1,1.0,02,46-60
A00088513-V01,0.5,4,21.0,2.0,12,No,WorkPrivate,52448,No,40.0,,M,,21.0,,3,2179.0,157.0,Diesel,CITROEN,C-CROSSER,200.0,Tourism,38150.0,1750,52,2021.0,2024.0,,0.0,52448001.0,48.631333,4.903667,139.0,202301.0,77.6,31.0,15.1,14.0,12.0,7.0,3.0,0.0,0.0,0.0,8.0,4.1,8.7,10.0,31.0,5.5,31.0,31.0,0.0,-1.1,20.0,14.7,1.0,52,31-45
A00048687-V01,0.5,1,11.0,2.0,1,No,WorkPrivate,67482,No,65.0,,M,,38.0,,24,1781.0,90.0,Gasoline,VOLKSWAGEN,JETTA,178.0,Tourism,13572.0,910,67,1998.0,2006.0,,0.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,61-75
A00045049-V01,0.5,4,16.0,1.0,1,Yes,Retired,37261,No,77.0,,M,,42.0,,14,1598.0,90.0,Gasoline,RENAULT,MEGANE,184.0,Tourism,16114.0,1055,37,2009.0,2010.0,,0.0,37179001.0,47.4445,0.727333,108.0,202301.0,72.1,31.0,16.7,14.0,12.0,5.0,3.0,0.0,0.0,0.0,8.0,4.2,8.7,10.0,31.0,6.3,31.0,31.0,0.0,0.5,22.0,13.8,1.0,37,76+
A00014829-V01,0.5,4,7.0,7.0,1,No,Retired,26198,No,92.0,,F,,46.0,,16,1237.0,55.0,Gasoline,RENAULT,TWINGO,150.0,Tourism,9529.0,790,26,2008.0,2011.0,,0.0,26198001.0,44.581167,4.733,73.0,202301.0,8.0,31.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.8,12.2,13.0,31.0,6.7,31.0,31.0,0.0,1.3,19.0,12.4,8.0,26,76+
A00065319-V01,0.5,4,20.0,3.0,2,No,Professional,21231,No,49.0,,M,,30.0,,7,2967.0,225.0,Diesel,AUDI,A6,243.0,Tourism,44840.0,1765,21,2018.0,2020.0,,0.0,21231001.0,47.320667,5.019333,241.0,202301.0,50.2,31.0,10.0,17.0,11.0,4.0,1.0,0.0,0.0,0.0,10.0,4.7,9.3,30.0,31.0,4.9,31.0,31.0,0.0,-0.4,30.0,13.7,1.0,21,46-60
A00001993-V01,0.5,4,10.0,1.0,2,No,Professional,44109,Yes,55.0,22.0,M,F,36.0,94.0,4,1461.0,68.0,Diesel,DACIA,LOGAN,150.0,Tourism,12240.0,1245,44,2020.0,2022.0,,0.0,44109012.0,47.227667,-1.514,17.0,202301.0,103.1,31.0,16.0,15.0,17.0,7.0,3.0,0.0,0.0,0.0,4.0,4.7,11.5,20.0,31.0,7.7,31.0,31.0,0.0,0.2,22.0,13.6,1.0,44,46-60
A00045767-V01,0.52,4,23.0,3.0,12,No,Professional,21231,No,53.0,,M,,35.0,,4,1598.0,120.0,Gasoline,PEUGEOT,_207,200.0,Tourism,19550.0,1352,21,2021.0,2023.0,,0.0,21231001.0,47.320667,5.019333,241.0,202301.0,50.2,31.0,10.0,17.0,11.0,4.0,1.0,0.0,0.0,0.0,10.0,4.7,9.3,30.0,31.0,4.9,31.0,31.0,0.0,-0.4,30.0,13.7,1.0,21,46-60
A00030454-V01,1.0,3,1.0,1.0,1,No,WorkPrivate,35238,No,21.0,,F,,1.0,,15,1698.0,73.0,Diesel,FIAT,PUNTO,163.0,Tourism,13294.0,1000,35,2007.0,2010.0,,0.0,35238003.0,48.126167,-1.6435,66.0,202301.0,65.0,31.0,11.0,15.0,13.0,4.0,1.0,0.0,0.0,0.0,5.0,4.7,8.7,22.0,31.0,7.1,31.0,31.0,0.0,0.9,22.0,12.6,4.0,35,18-30
A00018234-V01,0.5,1,4.0,2.0,12,No,Retired,44109,No,74.0,,M,,44.0,,24,1766.0,105.0,Gasoline,BMW,318 I,186.0,Tourism,15817.0,1010,44,1999.0,2001.0,,0.0,44109012.0,47.227667,-1.514,17.0,202301.0,103.1,31.0,16.0,15.0,17.0,7.0,3.0,0.0,0.0,0.0,4.0,4.7,11.5,20.0,31.0,7.7,31.0,31.0,0.0,0.2,22.0,13.6,1.0,44,61-75
A00047281-V01,0.5,4,21.0,1.0,1,No,Professional,58194,Yes,41.0,,F,,22.0,,3,1560.0,90.0,Diesel,PEUGEOT,_207,182.0,Tourism,18750.0,1205,58,2020.0,2023.0,,0.0,58160001.0,46.998333,3.112667,175.0,202301.0,57.6,31.0,10.3,7.0,17.0,3.0,1.0,0.0,0.0,0.0,8.0,5.0,11.8,1.0,31.0,5.3,31.0,31.0,0.0,-1.6,30.0,11.6,5.0,58,31-45
A00024603-V01,0.5,4,26.0,2.0,1,No,Retired,72181,No,70.0,,F,,49.0,,5,1360.0,75.0,Gasoline,CITROEN,C2,169.0,Tourism,11600.0,991,72,2017.0,2019.0,,0.0,72181001.0,47.945833,0.194167,51.0,202301.0,60.3,31.0,15.5,14.0,12.0,4.0,2.0,0.0,0.0,0.0,6.0,5.0,11.8,20.0,31.0,6.5,31.0,31.0,0.0,0.7,29.0,13.3,1.0,72,61-75
A00084346-V01,0.5,4,12.0,1.0,12,No,WorkPrivate,67482,No,55.0,,M,,36.0,,3,1560.0,109.0,Diesel,CITROEN,C4,192.0,Tourism,21900.0,1269,67,2020.0,2022.0,805.84,1.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,46-60
A00072798-V02,0.5,4,1.0,1.0,2,No,WorkPrivate,72181,Yes,59.0,54.0,M,F,35.0,35.0,1,1461.0,111.0,Diesel,RENAULT,MEGANE,190.0,Tourism,24950.0,1215,72,2023.0,2024.0,,0.0,72181001.0,47.945833,0.194167,51.0,202301.0,60.3,31.0,15.5,14.0,12.0,4.0,2.0,0.0,0.0,0.0,6.0,5.0,11.8,20.0,31.0,6.5,31.0,31.0,0.0,0.7,29.0,13.3,1.0,72,46-60
A00035904-V01,0.5,4,2.0,2.0,2,No,WorkPrivate,78646,Yes,70.0,72.0,F,M,40.0,45.0,2,998.0,68.0,Gasoline,PEUGEOT,_107,157.0,Tourism,9450.0,790,78,2019.0,2024.0,,0.0,78646002.0,48.803333,2.09,121.0,202301.0,57.5,31.0,12.5,14.0,16.0,5.0,1.0,0.0,0.0,0.0,10.0,5.3,11.7,31.0,31.0,6.1,31.0,31.0,0.0,0.2,29.0,13.2,1.0,78,61-75
A00058028-V02,0.5,4,2.0,2.0,2,No,Retired,79049,Yes,60.0,60.0,F,M,41.0,42.0,8,2172.0,125.0,Diesel,OPEL,ZAFIRA,187.0,Tourism,23930.0,1300,79,2016.0,2018.0,,0.0,79049004.0,46.839833,-0.515833,191.0,202301.0,83.3,31.0,20.0,14.0,14.0,6.0,4.0,0.0,0.0,0.0,9.0,4.8,11.4,20.0,31.0,5.7,31.0,31.0,0.0,-1.5,22.0,13.1,1.0,79,46-60
A00024756-V02,0.5,4,1.0,1.0,1,Yes,Retired,06088,Yes,67.0,63.0,M,F,48.0,43.0,18,1797.0,109.0,Gasoline,MERCEDES BENZ,_190,185.0,Tourism,22563.0,1190,06,2004.0,2005.0,,0.0,6088001.0,43.648833,7.209,2.0,202301.0,45.2,31.0,42.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.6,10.4,18.0,31.0,10.3,31.0,31.0,0.0,6.5,21.0,14.5,3.0,06,61-75
A00047908-V01,0.5,4,2.0,2.0,1,No,WorkPrivate,06088,Yes,61.0,54.0,F,M,40.0,35.0,2,998.0,68.0,Gasoline,PEUGEOT,_107,157.0,Tourism,9450.0,790,06,2019.0,2024.0,,0.0,6088001.0,43.648833,7.209,2.0,202301.0,45.2,31.0,42.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.6,10.4,18.0,31.0,10.3,31.0,31.0,0.0,6.5,21.0,14.5,3.0,06,61-75
A00035529-V01,0.5,4,14.0,2.0,12,No,WorkPrivate,06088,No,38.0,,F,,20.0,,3,1242.0,70.0,Gasoline,FIAT,_500,160.0,Tourism,13090.0,865,06,2021.0,2023.0,2449.01,1.0,6088001.0,43.648833,7.209,2.0,202301.0,45.2,31.0,42.0,8.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,7.6,10.4,18.0,31.0,10.3,31.0,31.0,0.0,6.5,21.0,14.5,3.0,06,31-45
A00053072-V01,0.64,4,1.0,1.0,1,No,WorkPrivate,37261,No,30.0,,M,,11.0,,2,998.0,68.0,Gasoline,CITROEN,C1,157.0,Tourism,8700.0,845,37,2019.0,2023.0,,0.0,37179001.0,47.4445,0.727333,108.0,202301.0,72.1,31.0,16.7,14.0,12.0,5.0,3.0,0.0,0.0,0.0,8.0,4.2,8.7,10.0,31.0,6.3,31.0,31.0,0.0,0.5,22.0,13.8,1.0,37,18-30
A00055511-V01,0.5,4,5.0,1.0,12,No,WorkPrivate,18057,No,67.0,,F,,35.0,,10,1390.0,75.0,Gasoline,RENAULT,KANGOO,147.0,Tourism,15400.0,1080,18,2015.0,2017.0,,0.0,18057003.0,46.564,2.2175,243.0,202301.0,47.8,31.0,9.0,16.0,10.0,4.0,0.0,0.0,0.0,0.0,11.0,5.3,13.9,1.0,31.0,5.1,31.0,31.0,0.0,-1.4,22.0,13.1,1.0,18,61-75
A00085373-V01,0.5,3,19.0,3.0,12,No,WorkPrivate,02326,Yes,60.0,54.0,M,F,41.0,31.0,16,1242.0,75.0,Gasoline,FORD,FIESTA,170.0,Tourism,10428.0,940,02,2009.0,2012.0,,0.0,88176003.0,47.981333,6.209167,314.0,202301.0,84.4,31.0,11.8,14.0,15.0,8.0,2.0,0.0,0.0,0.0,12.0,3.8,6.9,2.0,31.0,4.2,31.0,31.0,0.0,-2.4,30.0,13.7,1.0,02,46-60
A00018745-V01,0.5,4,8.0,1.0,12,No,WorkPrivate,79191,Yes,46.0,35.0,M,F,28.0,18.0,5,1896.0,105.0,Diesel,VOLKSWAGEN,TOURAN,177.0,Tourism,24880.0,1498,79,2018.0,2020.0,,0.0,79191005.0,46.315833,-0.400167,57.0,202301.0,90.1,31.0,20.4,14.0,11.0,7.0,4.0,0.0,0.0,0.0,9.0,5.2,10.2,30.0,31.0,6.3,31.0,31.0,0.0,-0.8,22.0,13.8,1.0,79,46-60
A00008058-V01,0.5,3,18.0,4.0,2,No,WorkPrivate,34032,No,61.0,,F,,41.0,,15,1149.0,59.0,Gasoline,RENAULT,CLIO,160.0,Tourism,11556.0,855,34,2010.0,2011.0,,0.0,34032002.0,43.334333,3.155,25.0,202301.0,22.0,31.0,9.2,19.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,9.4,18.4,4.0,31.0,7.4,31.0,31.0,0.0,1.4,25.0,15.3,1.0,34,61-75
A00007597-V01,0.5,4,26.0,1.0,2,No,Retired,35238,Yes,61.0,60.0,M,F,43.0,42.0,6,1870.0,120.0,Diesel,RENAULT,SCENIC,188.0,Tourism,24150.0,1430,35,2017.0,2019.0,594.46,1.0,35238003.0,48.126167,-1.6435,66.0,202301.0,65.0,31.0,11.0,15.0,13.0,4.0,1.0,0.0,0.0,0.0,5.0,4.7,8.7,22.0,31.0,7.1,31.0,31.0,0.0,0.9,22.0,12.6,4.0,35,61-75
A00002547-V02,0.5,3,27.0,17.0,1,No,Retired,79049,No,78.0,,F,,39.0,,27,1124.0,51.0,Gasoline,CITROEN,VISA,140.0,Tourism,6830.0,750,79,1996.0,1996.0,,0.0,79049004.0,46.839833,-0.515833,191.0,202301.0,83.3,31.0,20.0,14.0,14.0,6.0,4.0,0.0,0.0,0.0,9.0,4.8,11.4,20.0,31.0,5.7,31.0,31.0,0.0,-1.5,22.0,13.1,1.0,79,76+
A00010363-V01,0.5,1,1.0,1.0,1,No,Professional,35238,No,43.0,,M,,24.0,,26,1985.0,66.0,Gasoline,CITROEN,C35,107.0,Commercial,19573.0,0,35,1988.0,2013.0,,0.0,35238003.0,48.126167,-1.6435,66.0,202301.0,65.0,31.0,11.0,15.0,13.0,4.0,1.0,0.0,0.0,0.0,5.0,4.7,8.7,22.0,31.0,7.1,31.0,31.0,0.0,0.9,22.0,12.6,4.0,35,31-45
A00090948-V01,0.5,4,21.0,1.0,12,No,WorkPrivate,95580,Yes,58.0,27.0,F,F,38.0,94.0,2,1339.0,100.0,Gasoline,HONDA,JAZZ,182.0,Tourism,16460.0,1071,95,2022.0,2024.0,,0.0,95580001.0,49.085667,2.550667,141.0,202301.0,49.0,31.0,14.4,14.0,12.0,2.0,1.0,0.0,0.0,0.0,9.0,4.2,9.6,10.0,31.0,5.5,31.0,31.0,0.0,-0.4,25.0,12.1,1.0,95,46-60
A00055680-V01,0.5,4,8.0,3.0,2,No,WorkPrivate,79202,No,35.0,,M,,17.0,,10,1997.0,90.0,Diesel,PEUGEOT,_307,179.0,Tourism,18100.0,1243,79,2015.0,2018.0,,0.0,79202003.0,46.636833,-0.261,159.0,202301.0,120.6,31.0,32.2,14.0,13.0,8.0,5.0,1.0,0.0,0.0,9.0,4.5,9.4,20.0,31.0,6.0,31.0,31.0,0.0,-1.3,22.0,13.4,1.0,79,31-45
A00063359-V01,0.64,3,1.0,1.0,12,No,WorkPrivate,49328,No,58.0,,M,,7.0,,22,1108.0,48.0,Gasoline,RENAULT,SUPERCINQ,143.0,Tourism,7890.0,715,49,1998.0,2009.0,,0.0,49328001.0,47.252167,-0.074333,69.0,202301.0,72.4,31.0,11.5,14.0,13.0,8.0,2.0,0.0,0.0,0.0,7.0,4.9,10.3,20.0,31.0,6.9,31.0,31.0,0.0,0.8,22.0,13.9,1.0,49,46-60
A00065251-V01,0.5,2,20.0,2.0,2,No,WorkPrivate,82121,No,42.0,,M,,23.0,,12,1581.0,101.0,Gasoline,FIAT,PALIO,186.0,Tourism,12867.0,1095,82,2012.0,2014.0,,0.0,82121002.0,44.028,1.376667,106.0,202301.0,82.8,31.0,23.2,17.0,10.0,5.0,3.0,0.0,0.0,0.0,6.0,6.2,14.0,7.0,31.0,5.7,31.0,31.0,0.0,-1.3,25.0,12.1,1.0,82,31-45
A00082862-V01,0.5,4,18.0,2.0,2,No,WorkPrivate,47138,Yes,57.0,21.0,F,F,32.0,94.0,4,1560.0,109.0,Diesel,PEUGEOT,_207,193.0,Tourism,19750.0,1244,47,2020.0,2021.0,,0.0,47138001.0,44.265667,0.775167,186.0,202301.0,108.7,31.0,25.1,17.0,14.0,7.0,4.0,0.0,0.0,0.0,7.0,5.0,8.5,31.0,31.0,5.8,31.0,31.0,0.0,-1.4,22.0,14.0,1.0,47,46-60
A00045797-V01,0.5,4,4.0,4.0,1,No,Retired,21231,No,69.0,,F,,50.0,,12,1870.0,64.0,Diesel,RENAULT,KANGOO,145.0,Tourism,13873.0,1110,21,2012.0,2013.0,,0.0,21231001.0,47.320667,5.019333,241.0,202301.0,50.2,31.0,10.0,17.0,11.0,4.0,1.0,0.0,0.0,0.0,10.0,4.7,9.3,30.0,31.0,4.9,31.0,31.0,0.0,-0.4,30.0,13.7,1.0,21,61-75
A00071532-V01,0.5,1,14.0,4.0,2,No,Retired,63032,No,81.0,,M,,47.0,,13,1998.0,121.0,Gasoline,PEUGEOT,_806,177.0,Tourism,22106.0,1585,63,2007.0,2012.0,,0.0,37023002.0,47.177167,1.211667,126.0,202301.0,65.6,31.0,11.6,14.0,12.0,6.0,1.0,0.0,0.0,0.0,8.0,4.1,9.0,30.0,31.0,5.8,31.0,31.0,0.0,-0.3,22.0,13.7,1.0,63,76+
A00073447-V01,0.5,4,29.0,3.0,12,No,Professional,86194,No,60.0,,M,,35.0,,8,1598.0,108.0,Gasoline,RENAULT,LAGUNA,195.0,Tourism,19700.0,1270,86,2014.0,2019.0,,0.0,86027001.0,46.593833,0.314333,125.0,202301.0,94.2,31.0,17.1,14.0,13.0,8.0,4.0,0.0,0.0,0.0,8.0,5.2,10.2,3.0,31.0,5.9,31.0,31.0,0.0,-1.2,22.0,14.3,1.0,86,46-60
A00079781-V01,0.5,3,7.0,1.0,2,No,WorkPrivate,03185,No,50.0,,F,,30.0,,20,1372.0,77.0,Gasoline,FIAT,TIPO,167.0,Tourism,11076.0,990,03,2004.0,2008.0,,0.0,3185007.0,46.355167,2.574667,229.0,202301.0,29.4,31.0,6.6,17.0,7.0,1.0,0.0,0.0,0.0,0.0,10.0,5.4,16.4,7.0,31.0,5.4,31.0,31.0,0.0,-0.8,22.0,13.5,1.0,03,46-60
A00029652-V01,0.5,4,36.0,15.0,2,No,Retired,05170,No,90.0,,M,,54.0,,26,1124.0,51.0,Gasoline,PEUGEOT,_205,142.0,Tourism,8385.0,"1,18",05,1997.0,2001.0,,0.0,5170001.0,44.452167,6.033333,593.0,202301.0,24.4,31.0,16.8,8.0,5.0,1.0,1.0,0.0,0.0,0.0,26.0,12.1,19.0,29.0,31.0,2.3,31.0,31.0,0.0,-3.6,22.0,8.5,3.0,05,76+
A00048209-V01,0.5,3,25.0,1.0,2,No,Retired,32013,Yes,68.0,64.0,M,F,49.0,42.0,27,1124.0,51.0,Gasoline,TALBOT,SAMBA,143.0,Tourism,6723.0,740,32,1995.0,1999.0,,0.0,32013005.0,43.689,0.601167,122.0,202301.0,111.1,31.0,32.8,17.0,10.0,7.0,3.0,2.0,0.0,0.0,6.0,7.8,17.1,14.0,31.0,5.8,31.0,31.0,0.0,-1.1,25.0,11.4,1.0,32,61-75
A00015505-V01,0.5,4,1.0,1.0,12,No,WorkPrivate,47001,No,40.0,,M,,22.0,,5,1560.0,90.0,Diesel,FORD,FOCUS,180.0,Tourism,18700.0,1280,47,2019.0,2021.0,,0.0,47091001.0,44.172167,0.594667,58.0,202301.0,81.3,31.0,21.8,19.0,9.0,5.0,4.0,0.0,0.0,0.0,5.0,6.3,12.6,12.0,31.0,6.2,31.0,31.0,0.0,-0.7,25.0,13.5,1.0,47,31-45
A00052203-V02,0.5,3,5.0,1.0,1,No,WorkPrivate,07172,Yes,41.0,45.0,F,M,23.0,27.0,10,1868.0,70.0,Diesel,CITROEN,XSARA,162.0,Tourism,16100.0,1227,07,2014.0,2016.0,,0.0,7172002.0,45.286167,4.705833,480.0,202301.0,19.8,31.0,8.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,13.0,4.8,9.0,17.0,31.0,4.7,31.0,31.0,0.0,-1.4,27.0,13.3,1.0,07,31-45
A00088631-V01,0.8,4,20.0,4.0,1,No,WorkPrivate,79191,Yes,58.0,52.0,M,F,39.0,32.0,11,1596.0,101.0,Gasoline,FORD,FOCUS,185.0,Tourism,17520.0,1077,79,2013.0,2016.0,,0.0,79191005.0,46.315833,-0.400167,57.0,202301.0,90.1,31.0,20.4,14.0,11.0,7.0,4.0,0.0,0.0,0.0,9.0,5.2,10.2,30.0,31.0,6.3,31.0,31.0,0.0,-0.8,22.0,13.8,1.0,79,46-60
A00005530-V01,0.5,4,29.0,6.0,1,No,Retired,42218,No,82.0,,F,,48.0,,7,1149.0,75.0,Gasoline,RENAULT,CLIO,170.0,Tourism,13050.0,930,42,2015.0,2017.0,,0.0,42218011.0,45.435333,4.368167,640.0,202301.0,27.0,31.0,9.6,2.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,4.3,8.6,14.0,31.0,3.4,31.0,31.0,0.0,-3.7,22.0,13.0,1.0,42,76+
A00068392-V01,0.5,4,1.0,1.0,1,No,Retired,09261,Yes,65.0,70.0,F,M,43.0,48.0,1,2982.0,173.0,Diesel,TOYOTA,LAND CRUISER,175.0,Tourism,41700.0,1960,09,2024.0,2024.0,,0.0,9289001.0,43.005333,1.106833,414.0,202301.0,85.8,31.0,28.2,16.0,10.0,5.0,2.0,0.0,0.0,0.0,15.0,8.5,17.4,14.0,31.0,4.6,31.0,31.0,0.0,-1.7,23.0,12.8,1.0,09,61-75
A00071168-V01,0.5,4,6.0,6.0,1,No,WorkPrivate,67482,Yes,56.0,60.0,F,M,35.0,38.0,13,1761.0,111.0,Gasoline,CITROEN,XSARA,195.0,Tourism,17532.0,1177,67,2012.0,2014.0,,0.0,67482001.0,48.581833,7.768833,139.0,202301.0,34.8,31.0,6.2,8.0,9.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,7.7,4.0,31.0,5.8,31.0,31.0,0.0,-0.6,21.0,14.3,1.0,67,46-60
A00054666-V02,0.5,4,5.0,5.0,4,No,Retired,83148,Yes,67.0,65.0,M,F,42.0,39.0,14,1581.0,90.0,Gasoline,FIAT,PUNTO,170.0,Tourism,15581.0,1070,83,2008.0,2011.0,,0.0,83148002.0,43.386667,6.525,282.0,202301.0,18.6,31.0,7.9,23.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,8.1,13.9,29.0,31.0,7.9,31.0,31.0,0.0,2.6,23.0,13.2,2.0,83,61-75
A00025748-V01,0.57,4,3.0,2.0,12,No,WorkPrivate,01014,Yes,44.0,45.0,M,F,24.0,24.0,8,1870.0,102.0,Diesel,RENAULT,SCENIC,160.0,Tourism,26146.0,1485,01,2014.0,2015.0,131.67,1.0,1014002.0,46.278167,5.669,534.0,202301.0,112.8,31.0,17.8,8.0,14.0,10.0,4.0,0.0,0.0,0.0,15.0,7.6,20.2,20.0,31.0,2.6,31.0,31.0,0.0,-5.6,20.0,14.7,1.0,01,31-45
A00051315-V02,0.5,4,14.0,1.0,2,No,WorkPrivate,60057,Yes,61.0,59.0,M,F,42.0,26.0,1,1997.0,140.0,Diesel,CITROEN,C5,204.0,Tourism,34150.0,1608,60,2022.0,2024.0,,0.0,60639001.0,49.4465,2.127167,89.0,202301.0,47.4,31.0,8.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0,10.0,5.1,13.4,31.0,31.0,5.4,31.0,31.0,0.0,-0.7,22.0,11.8,5.0,60,61-75
A00070317-V03,0.5,1,1.0,1.0,1,No,Retired,42218,No,63.0,,M,,42.0,,33,1218.0,59.0,Gasoline,RENAULT,R14,143.0,Tourism,4063.0,865,42,1990.0,1992.0,,0.0,42218011.0,45.435333,4.368167,640.0,202301.0,27.0,31.0,9.6,2.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,4.3,8.6,14.0,31.0,3.4,31.0,31.0,0.0,-3.7,22.0,13.0,1.0,42,61-75
A00030813-V01,0.9,2,1.0,1.0,12,No,WorkPrivate,54395,No,45.0,,F,,11.0,,8,1149.0,75.0,Gasoline,RENAULT,TWINGO,170.0,Tourism,10500.0,845,54,2014.0,2020.0,,0.0,54526001.0,48.687833,6.2215,212.0,202301.0,65.4,31.0,12.1,14.0,13.0,3.0,2.0,0.0,0.0,0.0,9.0,3.8,7.5,3.0,31.0,4.9,31.0,31.0,0.0,-0.8,26.0,13.5,1.0,54,31-45
A00012027-V01,0.6,4,12.0,1.0,2,No,WorkPrivate,25056,No,31.0,,M,,12.0,,4,1461.0,58.0,Diesel,RENAULT,KANGOO,137.0,Commercial,14651.0,1660,25,2017.0,2019.0,,0.0,25056001.0,47.249,5.988833,307.0,202301.0,90.3,31.0,11.1,4.0,14.0,10.0,3.0,0.0,0.0,0.0,10.0,4.2,9.9,4.0,31.0,4.8,31.0,31.0,0.0,-1.3,20.0,16.1,1.0,25,31-45
A00078876-V01,0.54,4,1.0,1.0,2,No,Professional,06004,No,36.0,,M,,17.0,,1,2967.0,240.0,Diesel,AUDI,Q5,225.0,Tourism,59450.0,1865,06,2022.0,2024.0,,0.0,6004002.0,43.564667,7.133,75.0,202301.0,58.6,31.0,50.0,8.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,11.2,19.0,31.0,10.5,31.0,31.0,0.0,6.7,23.0,14.5,3.0,06,31-45
A00045441-V01,1.18,4,6.0,2.0,12,No,WorkPrivate,43137,No,24.0,,F,,6.0,,5,1461.0,86.0,Diesel,RENAULT,CLIO,174.0,Tourism,15050.0,1165,43,2019.0,2020.0,299.44,1.0,43137003.0,45.314,4.231167,777.0,202301.0,34.9,31.0,9.2,2.0,7.0,2.0,0.0,0.0,0.0,0.0,14.0,4.2,9.2,14.0,31.0,2.2,31.0,31.0,0.0,-4.7,27.0,11.3,1.0,43,18-30
A00059037-V01,0.62,4,26.0,2.0,1,No,Retired,49007,Yes,91.0,83.0,M,F,62.0,50.0,11,1997.0,109.0,Diesel,CITROEN,XANTIA,191.0,Tourism,24392.0,1436,49,2012.0,2015.0,,0.0,49007011.0,47.4535,-0.5605,35.0,202301.0,69.3,31.0,12.9,14.0,14.0,7.0,1.0,0.0,0.0,0.0,6.0,4.7,9.1,20.0,31.0,7.3,31.0,31.0,0.0,0.8,22.0,13.9,1.0,49,76+
A00003806-V02,0.5,2,3.0,1.0,1,No,Retired,12300,No,64.0,,M,,46.0,,19,1769.0,60.0,Diesel,CITROEN,C15,134.0,Commercial,12190.0,1530,12,1998.0,2012.0,,0.0,12300004.0,44.371833,2.023667,330.0,202301.0,59.8,31.0,14.8,16.0,12.0,5.0,2.0,0.0,0.0,0.0,13.0,5.9,13.0,4.0,31.0,4.7,31.0,31.0,0.0,-3.2,25.0,14.2,1.0,12,61-75
A00082595-V01,0.5,3,10.0,3.0,1,No,WorkPrivate,52121,Yes,37.0,44.0,M,F,19.0,25.0,12,1910.0,101.0,Diesel,FIAT,BRAVO,182.0,Tourism,15687.0,1180,52,2012.0,2014.0,263.53,1.0,55108004.0,48.931333,5.264667,294.0,202301.0,104.7,31.0,22.8,14.0,14.0,9.0,3.0,0.0,0.0,0.0,12.0,3.6,7.8,10.0,31.0,4.3,31.0,31.0,0.0,-1.4,22.0,13.4,1.0,52,31-45
A00032430-V01,0.5,1,12.0,6.0,2,No,Retired,64122,No,76.0,,M,,57.0,,8,1124.0,60.0,Gasoline,CITROEN,SAXO,164.0,Tourism,9300.0,805,64,2014.0,2017.0,,0.0,64024001.0,43.469333,-1.534333,71.0,202301.0,241.6,31.0,81.5,16.0,12.0,7.0,7.0,2.0,1.0,0.0,2.0,6.6,13.1,4.0,31.0,8.4,31.0,31.0,0.0,1.7,23.0,20.0,1.0,64,76+
